,interview,actual_result,expected_result
583, didn't get into the game well. We had too many simple ball losses and we couldn't keep up with the pace.,regular loss,tie
584," have to win this game. We played well and had good control in the first half, then it got tricky again. We didn't do well, we had too many simple ball losses and then you'll score another goal at the end of the day.",regular loss,tie
585," got into the game well, but didn't get into the duels well. We got into the game well, but didn't get into the duels well. We got into the game well, but didn't get into the duels well.",regular loss,tie
586,"'s a shame that we were relegated. The way things went, we had no plans to let anything go. We had a lot of control in the first half and had a lot of control in the second half. I am immensely sorry.",regular loss,tie
587, played a very good first half with a lot of power and we didn't allow much. We were too careless with the ball.,regular loss,tie
588, are very disappointed. We have not won any games. The bottom line is that we are very happy.,regular loss,tie
589," are disappointed. We played a very good game. But we should have made the goal. In the end, of course, we didn't play well.",regular loss,tie
590," didn't take the chance to score and were too passive. The first half was better, the second was better, the last was better. It's difficult to win a game like that.",regular loss,tie
591," were lucky with the ball, but we didn't make the right decision. We had to make some small changes in the second half. We were lucky with the ball, but we didn't make the right decision. We weren't good at football and had to be better at it. We're sorry for the fans.",regular loss,tie
592," played a very good first half and were able to pull the trigger at the right time. The 0: 1 was a good first step, but we were too deep in the second half. The 1: 2 was a nice and important threesome for us. We can now go into the next games with a lot of confidence and determination.",regular loss,tie
593," had a good plan, but we were too passive in our situation. But the 0: 1 is okay.",regular loss,tie
594," are of course disappointed. We had a lot of control in the first half and didn't quite have the punch. But we had a lot of quality, the ball ran better and the game deserved at height.",regular loss,tie
595," game went the way we wanted it to. We didn't get into the game well and played too much sideways. We got into the game well and played a lot backwards. The 2: 1 was too easy, but the 2: 2 was too easy. The 2: 1 was too easy. We are disappointed and disappointed.",regular loss,tie
596, think we played a really good game today. The guys implemented everything that we planned to do. But it was a little too much of a work.,regular loss,tie
597," guys did an outstanding job. We did very well in the first half. After that we were too passive. In the second half it was an open exchange of blows. The 2-0 is a nice snapshot. We're down now, but we'll have to wait and see what happens.",regular loss,tie
598,"'m not happy with the point, it was a deserved win for Fortuna. We didn't have the security, the ball security and the flow of the counterattack. We didn't have the security.",regular loss,tie
599," played a very good first half and then lost access to the ball. We didn't get the ball out of the penalty area well, so Gladbach could win.",regular loss,tie
600, two different halves. We had the will and the ball. We didn't have the punch. The 1-0 is okay.,tie,tie
601," a good game with a lot of aggressiveness and aggressiveness. We didn't allow much, especially in the first half. We played a good game for over 90 minutes.",tie,tie
602, is okay. But we didn't do well in the first half. We didn't do well in the second half. We had to make some simple mistakes.,tie,tie
603," a very intense game. It was a game of patience, the team worked hard for it. We had to defend well and have three clear chances in the second half. The 1-0 win was a good start. We then showed that we can do better in the second half.",tie,tie
604," a little lucky in the first half, but we didn't take advantage of our great positional play. We were also lucky that we didn't break free. We have to accept that.",tie,tie
605," a really good game for over 90 minutes, but then got into the game very poorly. After the break, the team processed the setback and immediately after the break. We have now decided to go home with a happy happy home.",tie,tie
606," happy that we won the game. We didn't play a lot of football, played a lot. We didn't allow much, we were clever, had the ball. The team implemented that well in the second half.",tie,tie
607," is okay. But we saw two different halves. In the first we played a very good game with a good goalkeeper. In the second we played very poorly. In the end, we are happy that we are finally playing again.",tie,tie
608," problems for the first 20 or 25 minutes, but then we played really well up front. We didn't get into the game well in the first half. We had two good chances in the second half. We are very happy with the point.",tie,tie
609, not dissatisfied with the point. We didn't have enough depth. We did better in the first half.,tie,tie
610," disappointed that we didn't win a point in the last three games. We had a lot of possession and created a lot of chances. In the second half we did very well, but unfortunately we were denied the goal.",tie,tie
611," to win the game. It is not easy to win against a team like Bayern, so I am not satisfied.",tie,tie
612, a very good game. In the first half we had very little access. In the second half we played a lot better. The team is still alive with the points.,tie,tie
613," two completely different halves. We played very well forward and were very effective. We had good opportunities to score. We were in the game well, we have to score one or the other goal.",tie,tie
614, of course satisfied with the point. It was a very interesting game with a clear dominance. We had little use of the spaces we wanted. We had little access to the front and had little access to the front.,tie,tie
615," the point is well deserved. We did well in the first half, but we didn't take advantage of our incredible defensive structure. The second half was better, but overall I'm not satisfied.",tie,tie
616," a good first half with a lot of vigor, we didn't get greedy and we weren't good at switching. In the second half we switched and were 3-0 down. In the end it was a very deserved point win.",tie,tie
617," a very good first half with a lot of aggressiveness and good positional play. We got into the duels relatively well and got into the duels very well. The 1-0 is a nice snapshot, but the second half is far too high.",tie,tie
618," two different halves. We had a good grip on the game, but we were too passive. We had too much respect for Dortmund, but I don't blame the team.",tie,tie
619, a very intense game with two well-organized front groups. We had good control of the game and had good control of the game. We have to accept that. We are disappointed that we didn't win.,tie,tie
620," we got into the game well. The 1-0 was very important. We didn't have the punch, but the team did a lot of things right there. We were very well organized and controlled. The 2-0 is a good sign for us.",tie,tie
621, into the game well and were very effective. The point is worth a lot. We played well in the first half and had good access. The 2-0 was very annoying for us. It's annoying that we didn't score.,tie,tie
622," satisfied with the result and the performance. The result is very good, with a bit of luck it could have turned out 3: 3. But we still had one or two great opportunities in the second half.",tie,tie
623," a very good first half and were then dangerous at the back. The first goal was unnecessary. We didn't allow anything but a few chances. We had a few chances to score, but we didn't take them.",tie,tie
624," a very interesting game with two different halves. Both teams wanted to play forward and both sides played out exactly what they wanted. The 2: 1 was more cosmetic, the 3: 1 was more cosmetic. The 1: 2 was more cosmetic.",tie,tie
625," a lot of control in the first half, so we didn't get the second balls. We played well forward and had three good chances to score.",tie,tie
626," a very intense game, a lot of possession. We had good control of the game and created good chances. The 2-0 was very important, the goal was very important. The point is very important to keep playing forward.",tie,tie
627," two completely different halves. In the first, we were the better team. The second half was better. We had the opportunity to win. The 1-0 was not undeserved. The 1-0 is okay.",tie,tie
628, a very intense game. It was very intense. We had very good positional play. In the second half we played too passively. We had a lot of control in the first half. We had to get a little more into the game and get our chances. We have to stay calmer and keep focusing on our game.,tie,tie
629," a very intense game and we had a lot of control in the first half. We did well in the second half and had good access. In the end, we were lucky in the end.",tie,tie
630, a lot of respect for Leipzig. We have shown that we can handle the game well. It was a tough game. We didn't play well today and today it was difficult for us.,tie,tie
631, an extremely intense game with ups and downs. We had to play our normal game. The only thing we can blame ourselves for is that we are not 100 percent on the ball anymore. The team did a great job.,tie,tie
632, we played a really good first half and deserved to win. We played a really good first half and deserved to win.,tie,tie
633," went well, Leverkusen had more chances to score. In the end, the draw is okay, we have to get a point. We were a little lucky in one or the other situation, but we weren't greedy enough.",tie,tie
634," is okay, we played a good away game and then played a good away game. But I don't know if the point is enough to keep the class. It was a very intense game. We had a lot of possession in the first half, but we couldn't keep them out of the game.",tie,tie
635, a very good Bundesliga game today with a lot of passion. I can't remember any Bundesliga game that was better. We had a lot of possession and created scoring chances. We were very aggressive and controlled. But we didn't allow any real scoring chances. It's a shame we couldn't take anything with us.,tie,tie
636," went our way. It was a very, very cohesive team effort. We have invested a lot. It was a game with a lot of passion. We had a lot of chances. We are happy that we won.",tie,tie
637," into the game well and had good access. We didn't allow many chances, especially in the second half. We had to defend the gap a bit better, then we conceded the 1: 2 too quickly.",tie,tie
638," we saw a very intense first half. The second half was pretty wild. After the break, we had more control and the game is pretty neat.",tie,tie
639," very happy about the point we made. We didn't play a lot of action in the second half. In the first half we did very well, even if we didn't take the lead. The point is well deserved, I am very happy with that.",tie,tie
640," a very intense game. We saw two teams fighting each other for the hearts and minds. The point is well deserved, the point is well deserved.",tie,tie
641," problems from the first minute, we had no good options. We were too passive. We were too passive, we were too passive. We have to learn to survive in the Bundesliga.",tie,tie
642, a really good game with a lot of power forward and a lot of possession. We had a lot of control in the first half and got into the duels well.,tie,tie
643, we got a point that is very good for us. We are in a deep sleep. It's an absolutely necessary victory for our necks. The only thing we can blame ourselves for is that we haven't capitalized on our opportunities.,tie,tie
644," not satisfied with the point. We had a very good first half, then we got into the game better and were able to score the third goal in the process. I am satisfied with the performance, the performance, the team's performance.",tie,tie
645, a very good game. We didn't have the mental freshness to make it 2-0. In the end we were a little lucky that we didn't lose the game.,tie,tie
646, a well-deserved point win. We have shown that we can handle the game well. The team implemented our plan very well. We were always very committed to the Bundesliga.,tie,tie
647, a very good first half. The goal gave us a lot of room for improvement. The team showed that they can do things better. We are in a very difficult situation.,tie,tie
648, very happy that we were able to stay in the league for a long time. We played well for over 90 minutes and had a great opportunity to score. I am very happy that we were able to take advantage of one of our biggest draws.,tie,tie
649," very satisfied. The point is fine, but we have to live with the point. We did very well in the second half, but we didn't take advantage of our opportunities.",tie,tie
650, was a very difficult game. Leverkusen was more dangerous in the duels and was much quicker. The 1-0 win was very important. We are very happy with the three points.,regular win,tie
651," game was absolutely fine. The second half was better, the guys played really well. I'm proud of the guys' mentality. We did a great job.",regular win,tie
652, knew that it would be a difficult first half for us. We played very well and created a lot of chances. We were very good at the game and deserved to win.,regular win,tie
653," were lucky in one or the other situation, we didn't have to worry about the opponent's pace. But the important thing was that we didn't let the ball get in the way. We weren't a little lucky there.",regular win,tie
654," am happy that we were able to crack the first game of our big plans. The first half was really good, we controlled the game well and allowed the second. After falling behind, we were in good spirits. We had the feeling that we were in the game and could take the lead.",regular win,tie
655," knew that the Europa League was not going to be easy for us. We had the luck we needed today and have the mentality to do everything right. The 1-0 win gave us confidence again. We were prepared for that, but we were also prepared for it. We have to be consistent in our counterattacks.",regular win,tie
656," were lucky in one or two situations. But it's also okay that we scored the opening goal. The second half was better, the third was better, but we weren't that good at the game as we had in the past few weeks. It was important to keep the positive.",regular win,tie
657," was an exciting game, with ups and downs. We were the better team for over 90 minutes. I think we played a really good game. The win is deserved, even if some players say the whole thing too hastily.",regular win,tie
658," played a really good game today, especially in the first half. The only criticism is that we didn't finish the game with the kind of scoring chances we needed. In the end we were lucky in one or the other situation, but we didn't give up. We are happy to take this point with us.",regular win,tie
659," was a very intense game with a lot of speed, good ball security and good defensive behavior. It was difficult to create scoring opportunities. I think we played very well at the beginning and then lost the thread. The team did a good job.",regular win,tie
660,'m very satisfied. The team was very good. But we had to win a lot of duels and also a lot of spaces. The win was deserved.,regular win,tie
661,"'s an incredibly important win for us. We knew that it would be very difficult to turn the game against a top team. We have a lot of work to do, but we're not going to let it get any easier. We are incredibly happy and satisfied.",regular win,tie
662," am very happy with the win. We didn't have the punch, the ball fell flat. It was a very difficult game for us. We have had luck on our side in the last few games.",regular win,tie
663,'m very happy with the game. We didn't play as well as we wanted to. The guys tried everything. We had a lot of control in the first half. We should have scored more goals in the second half. The 1-0 win was very important.,regular win,tie
664," was a great derby for the audience, especially in the first half. We knew that we were going to have to get something here. It was a very, very cohesive team effort. We didn't let anything go and we were definitely not the worse team. We deserved to win.",regular win,tie
665,'m proud of the guys for their hard work. We didn't give up and scored a goal ourselves. I am very happy with the three points.,regular win,tie
666," think the second half was deserved, but overall we did a lot of things right. We had good ball safety, good circulation, we had good ball safety. We didn't play the counterattacks well, so we were left empty-handed. We were lucky that we didn't concede the first goal in a row.",regular win,tie
667,'s a very close game. We knew it would be very difficult against a top team. It wasn't that easy against a top team. We had a lot of control in the first half and then we didn't get what we needed.,regular win,tie
668, was a very difficult game. We were always tightlipped in the first half. But I can't credit the boys. I am very satisfied. The first half was really good.,regular win,tie
669," guys tried everything. The only thing we can blame them for is that we weren't good at the game. We weren't good at the game, we weren't good at the game. We're disappointed.",regular win,tie
670," were very well organized, our opponents had more possession of the ball than us. But we had the ball too quickly and didn't get our feet up enough. We didn't defend well after the break, but we did well.",regular win,tie
671," was a very intense game with a lot of speed. We had a lot of control in the first half and created a lot of chances. We had a lot of chances to score. The second half was good, but it wasn't enough.",regular win,tie
672, are of course happy to win and that we can still score goals. That was a great first half for us. In the second half we switched and played a really good game. We are happy that we scored two points and that we can still score at the same level.,regular win,tie
673, got into the game well and had good access to the ball. We had to defend well and score. It's a great win for our fans. We have to thank them for that. We were the happier team for over 70 minutes.,regular win,tie
674," played a very good game with the ball, but unfortunately didn't take the ball. In the end, the 1: 1 was a bit too high, but overall I'm happy.",regular win,tie
675,"'m very happy about the first 25 minutes. We had the chance to make it 2-0 at the beginning. The second half was better, we had the ball and had the chance to equalize. It was a really good performance from us, a lot of energy was put into the duels. We're really happy about that.",regular win,tie
676, was a great game from both sides. We had the chance to make it 2-0 at halftime. In the end we deserved to win. We played well forward and were very dangerous.,regular win,tie
677, are of course happy with the point. We were able to keep the pace up in the second half. We were able to keep the pace up in the second half.,regular win,tie
678," think we got into the game well. We didn't have the freshness to create the chances. In the end, we had the game under control and had a lot of chances.",regular win,tie
679, first half was pretty decent. We didn't do a lot of things well in the second half. We had to be patient. We didn't score a goal.,regular win,tie
680,"'m happy with the three points. We didn't play the way we wanted to. We did better in the second half, but we didn't do well in the last half.",regular win,tie
681, are very happy with the 3-0 win. It was a very difficult game for us. We wanted to build on the second half of the cup final and have a good chance to make it 2-0. It was an extremely difficult game.,regular win,tie
682, are very happy with the three points. We had problems for over 90 minutes. It was important that we stayed calm. We didn't allow much. In the second half it was a little more open-sighted.,regular win,tie
683, are very happy with the three points. The win was very important. We played a very good first half.,regular win,tie
684,"'m very happy with the game. We didn't let the ball run against the ball. The team did an excellent job. It's a good result, but not good for us. We have to keep working hard every day.",regular win,tie
685," was a very difficult game for us. We played a lot of long balls and created good chances. We didn't defend well together, so it was difficult to defend with three strikers in a row. We wanted to make it 2-0 for ourselves, but unfortunately we didn't succeed. We didn't play a good game in the first half.",regular win,tie
686," were very dominant in the first half and had a great opportunity to score. After that we were too passive. After that we were too passive and played too hastily. We are disappointed, it's a shame.",regular win,tie
687, are very happy about the three points. We had a very good first half. After that we were just too careless with the ball. It was a really great performance by my team. We can now go into the next week full throttle and win with a smile.,regular win,tie
688," were very, very happy with the first 30 minutes. The first half was of course the worst of the season. After the break, we were very stable and created a lot of chances. We had to score two goals in the second half.",regular win,tie
689,"'s a nice win for the fans, who are really happy about the point. We had a good phase, but then missed the last pass. We were also a little lucky in the first half.",regular win,tie
690," are very satisfied. We were very happy with the start, especially in the first half. The second half was better, but we didn't allow much. The 2-0 was a good start.",regular win,tie
691," played a good first half, had a lot of possession and created good chances. It was important that we kept the pace up and didn't allow many counterattacks. It was important to keep the pace up and didn't let our opponents pass.",regular win,tie
692, are very happy with the three points. We are very happy with the three points. We have a lot of points that are really important to us. It was important to keep our distance and to keep the pace up. We are very happy with the three points.,regular win,tie
693," were very well organized, our team was very active and we were very effective. The 1: 1 was a good start. We made it 2-0 and had a lot of chances to score. After that we made it 1-0 and were very effective.",regular win,tie
694," are very happy. It was an incredibly difficult game. In the end, we could have earned a little more from the game. We are really happy that we won against a very, very good opponent.",regular win,tie
695,"'m happy with the performance of my team. We showed a good first half and had a lot of chances. We were lucky in one or two situations, but unfortunately we didn't take advantage of them. I am satisfied with the performance of my players.",regular win,tie
696, am very happy about the three points. We had to work our way into the break and we didn't get into the game well. We were lucky that the first half was not so bad. The second half was much better.,regular win,tie
697,'s a very special game for us. We had a good first half and had chances to score. After that we got a little more control and were able to take the lead in the second half. We are very satisfied.,regular win,tie
698, are very happy with the three points. We are happy about the three points. We have to score three more goals and are very happy about the three points.,regular win,tie
699, game was absolutely fine. It was very wild. We had good control of the game and made it very difficult for Gladbach. We didn't get into the game well and then we got a lot of goals. We weren't good enough in terms of offensive switching situations.,regular win,tie
700,"We had the feeling that we had to win in the end. We played very well forward and were able to use the chances to score a goal. The win is deserved, the point is deserved.",dominant win,tie
701,I am very happy with the three points. The team did well. The team did a great job.,dominant win,tie
702,I'm proud of the team. We wanted to get ahead and have a good day. The team implemented that very well. I am satisfied with the performance of my players.,dominant win,tie
703,"The win was very important. We were very good at the game, especially in the first half. But we weren't good enough at the game.",dominant win,tie
704,"The game was very wild. It was very wild. The opponent had very few opportunities. We played very well forward. We were lucky that we weren't able to make it 2-0. It was a very, very important win for us.",dominant win,tie
705,"We were the better team for over 90 minutes. The second half was good, we were in control of the game. We played very well in the second half, but we didn't score.",dominant win,tie
706,"We played a good first half and were well organized. We had good access, but we didn't score a goal ourselves. In the second half, we played very well forward and had good access. The 2-0 was very important.",dominant win,tie
707,"We were very dominant in the first half, but we should have played more courageously. We were lucky with the ball, but we had luck on our side. We are very happy with the win.",dominant win,tie
708,"The first half was pretty good, we dominated the ball and created good chances. After that, we had a lot of quality possession and created good chances. I'm happy, but we're not going to talk about anything.",dominant win,tie
709,"We did a lot of things right and deservedly won. We played a very, very good game. We had our chances to score, we had our chances to score. I am very satisfied with the three points.",dominant win,tie
710,I am very satisfied with the result. We have achieved our goal. The first half was very wild. After that we defended very well and rightly.,dominant win,tie
711,We are very satisfied. We didn't manage to win the game at the right moment. In the end we deserved to win.,dominant win,tie
712,"It was a great game for the audience. It was fun to watch the team. We were the luckier team, we had the luckiest opponents.",dominant win,tie
713,The win was deserved. The second half was even. We were very dominant in the first half.,dominant win,tie
714,I am extremely satisfied. The guys did everything right for over 90 minutes. We did everything right for 90 minutes.,dominant win,tie
715,We had a good first half and deservedly took the lead. After that we were very dominant in the second half and deserved to win. We're happy that we were able to take a point with us and continue to work hard for it.,dominant win,tie
716,"We were really good at the game, we had the game under control for over 90 minutes. But the goal we conceded just before half-time was too late. It was a very, very good performance by my team.",dominant win,tie
717,I am very satisfied with the result and the way the team performed. It was a very important win for us. The 2-0 is very important for our development. We have shown that we can still win games.,dominant win,tie
718,I am very happy with the result and the performance of my team. I am very happy with the way the team performed. We were clearly better in the second half.,dominant win,tie
719,We are of course happy that we won the game. It was a great performance by my team. It was also a good performance from us. It's an important win for us that we score four goals in a row.,dominant win,tie
720,"It was a difficult game, we were too open. We had too many simple ball losses and didn't defend well together. We have to be very present when we make the goal.",dominant win,tie
721,The team showed a lot of determination and commitment after the cup game. It was a great performance from us. We had good control of the game and we controlled the game. We have a lot of room for improvement.,dominant win,tie
722,"It was a very intense game, both at home and at home. We didn't play as well as we did in the first half. But we were good at the game and created a lot of chances.",dominant win,tie
723,"We had a lot of control in the first half, but then we let the ball run too much. We had two good opportunities before the break, but unfortunately we didn't make it. In the end, the win is deserved, but we can't overstate it.",dominant win,tie
724,"We did very well in the first half, but we were too deep in the second half. In the second half, Wolfsburg put more pressure on, but we didn't manage to crack the top corner.",dominant win,tie
725,We are of course very satisfied. It was an exciting game with a clear dominance. We did very well in the first half and had three great chances in the second half. The 1-0 win was very important. We are very happy.,dominant win,tie
726,"We are happy that we have finally rewarded ourselves for the three important games that have given us so much relief. In the last home game we didn't win, that was a bit too much of a disappointment. I am very happy with the performance of my team.",dominant win,tie
727,"The first half was pretty decent. After the break, the team processed the deficit and we were well prepared. We were very good at the game and had the opportunity to make it 3-0. In the end we are satisfied, but not satisfied.",dominant win,tie
728,"We were very efficient. The first half was certainly the best I've seen my team play. We had good ball safety and we were very effective in our phase. The second half was better, the goal takes us a little longer to turn the game around.",dominant win,tie
729, dominant win. We have set a milestone for the first time this season. We have set a milestone for the first time this season.,dominant win,tie
730,We are extremely happy. We had a great week. The way the guys did it was a great week. We are extremely happy. We were in the game for over 90 minutes. The win was deserved.,dominant win,tie
731,"It was a difficult game, we had the ball in the first half and then we didn't get our act together. But I'm happy with the result.",dominant win,tie
732,"I am very satisfied with the result and the team’s performance. We didn't play as well as we wanted to. We did well in the first half, but we couldn't prevent the Dortmunders from scoring three goals.",dominant win,tie
733,"We had a good first half and deservedly won. But it was a very, very good performance by my team. The second half was better, but it was also very difficult against a top team like BVB.",dominant win,tie
734,"I am very satisfied with the result. We had the chance to equalize and the chances were there. The second half was better, the guys worked hard and were efficient. I'm very satisfied.",dominant win,tie
735,"I'm very happy with the game, especially with the way the team performed. The second half was better, but we didn't play well. We had a lot of possession, but we were too passive, we didn't defend well. We deserved to win.",dominant win,tie
736,"The first half was very good. After half-time we were a little lucky. We had more possession and created scoring chances. In the second half we did very well, but after the break it was difficult.",dominant win,tie
737,"We played a really good first half and created great chances. After the break, we were very calm and controlled in the game. We were very effective and defended well.",dominant win,tie
738,We are very satisfied. The win was deserved. We had the opportunity to make it 2-0. We had to score the second goal at the right moment. It was an important win for us and we are very happy.,dominant win,tie
739,We did very well in the first half and had a lot of possession of the ball. We then got the 2-0 through a lot of pressure. We were lucky in the second half.,dominant win,tie
740,"We played a really good game today. We had our options, but it wasn't good enough. We played bravely forward and had chances. The second half was better, the 3: 3 was the most important thing for us. We are happy to take the three points with us to Bremen.",dominant win,tie
741,"It was a very exciting game for our fans. The team brought a lot of passion and mentality into the game. We were very stable in the first half, but the second half was much better.",dominant win,tie
742,"It was an extremely difficult game. Leverkusen was very well organized, strong and strong in pressing. We didn't have the mental and physical strength to withstand the pressure of Dortmund. We had a lot of control in the first half. The team did well, but we were left empty-handed.",dominant win,tie
743,"I'm happy about the three points. We didn't allow anything and played well. We were very compact. We had good control of the game. The victory is deserved, even if the victory was undeserved.",dominant win,tie
744,We are happy that we were able to take the three points with us. We had to defend very well against the ball and we had a lot of chances. But we also had the necessary amount of luck.,dominant win,tie
745,"We played a really good first half, then we got a lot better. But we didn't take our chances in the second half. The 2-0 win was really important.",dominant win,tie
746,"I am very happy with the game, I'm happy about the way we played. It was important for us that we played a good game.",dominant win,tie
747,"I'm very satisfied with the result and the game. We did very well in the first half. We have a lot of potential, but it's hard work to turn a game against such a well-organized team. We have a lot of work to do, but we can't let the season downplay us.",dominant win,tie
748,I am happy that we were able to win this game. I'm particularly happy that we were able to win this game.,dominant win,tie
749,"We had a good structure, especially in the first half. We were the better team for over 90 minutes. We didn't play badly. We were lucky in one or two situations.",dominant win,tie
750," We didn't have the security in the rooms, the fans did well. We lacked the intensity. The 1-0 is the only positive sign of life.",dominant loss,regular win
751," It was a very difficult game. We had to defend well in the first half. We had two big chances in the second half. After falling behind, the team tried everything.",dominant loss,regular win
752," It was a deserved defeat. We had a lot of chances, but we couldn't take them. The 0: 1 was the most important thing, but we weren't there.",dominant loss,regular win
753, We have to win this game. We are a little too hasty in our current shape. I am not satisfied. We have to win more duels.,dominant loss,regular win
754," We were lucky in one or two situations. We didn't play well together and we lacked the final consequence. In the end, we have to accept the result.",dominant loss,regular win
755, We had too many chances and were too weak in front of goal. We were too passive and didn't dare to press the ball. We didn't do enough to win the game.,dominant loss,regular win
756, We are disappointed with the result. We didn't have a clear structure and had a lot of control over the game. In the second half we didn't do enough to win the ball. We still have a lot to do in the next few weeks.,dominant loss,regular win
757," I am very disappointed with the result. We didn't get into the game well. We played a lot of long balls, so you have to go into the break with a 0-0 draw. But the 1: 1 was the sticking point. We didn't defend well.",dominant loss,regular win
758," It was a very, very difficult game for us. We had too many simple ball losses and didn't have a good grip on the game. We didn't get into the game well with the ball in our possession.",dominant loss,regular win
759," We didn't have the precision in the first half to make it 1-0. Then you have the opportunity to make the equalizer. The second half was much better, the team played better. We didn't defend the counterattack well, and that was a shame.",dominant loss,regular win
760, I am of course disappointed. It was a deserved victory for Hoffenheim. We played a very good home game and had many opportunities.,dominant loss,regular win
761," We are disappointed, but not with the result. We played a good game. But we have to accept the defeat.",dominant loss,regular win
762," I am very disappointed. We didn't deserve to lose, but I can't blame the team for that. The way we played today was a little too sloppy. I am totally sorry for the team, but I can't blame the team.",dominant loss,regular win
763," We didn't get into the game well. In the end, Gladbach was better, better in the second half. In the end we can't even blame ourselves for the 0-0.",dominant loss,regular win
764," We played a good game up to the 78th minute, which was definitely a success. We had a lot of possession, so we were too passive in our few opportunities. The win is okay.",dominant loss,regular win
765," It's a bitter defeat, we didn't get the ball into the penalty area well. We didn't get a penalty, that annoys me a lot. We were always a little lucky in the first half, but then you can't really blame the team for that either. The win is deserved.",dominant loss,regular win
766," I'm very disappointed. It was a very, very difficult game for us. It wasn't a pleasant game for us. It wasn't an easy game for us. We had a lot of possession in the second half. We have to score in the end to get the point.",dominant loss,regular win
767," We were too passive in our heads, we didn't have a grip and had a very difficult game from the start. In the end, the 0: 1 was a bit too high.",dominant loss,regular win
768," We were a little lucky in the first half, but then we didn't take advantage of our great chances. We were also lucky in the second half, but then we didn't take advantage of our great chances. We didn't score a goal again, we didn't defend optimally and unfortunately we didn't score a goal.",dominant loss,regular win
769," We played a really good first half. After half-time I thought we were the worse team, but after half-time we found a lot of freshness. It's a very, very important win for us.",dominant loss,regular win
770, We had to take a defensive approach. We didn't get into the game well. In the second half we didn't make the right decisions.,dominant loss,regular win
771," I'm not satisfied. We had too many simple ball losses and weren't consistent enough. The team showed their reaction after the 0-1 win. We were a little lucky at the beginning, then we missed the last pass. I am dissatisfied.",dominant loss,regular win
772, We have to get better at football and defend aggressively. We didn't do that well in the first half. Then the 1: 1 is too easy.,dominant loss,regular win
773," It was a strange game. We played very well in the first half, but then unfortunately we missed the last pass. In the end, of course, we were a little lucky because we didn't make it 2-0. But I am very satisfied with the performance.",dominant loss,regular win
774," We had problems for a long time. After the 1-1 draw, we were too passive. After conceding the goal, we made it very difficult for us. The disappointment is there in the end, of course, I am not satisfied. We are not going to let the situation get us down. We have to be realistic.",dominant loss,regular win
775," I am very satisfied. We did well in the first half, but we should have made the equalizer. But then the second half was far too little. We had too many simple ball losses.",dominant loss,regular win
776, We had to play our way back and we weren't good at the game we deserved. We have to learn to be patient when you come back. We have to learn to be patient.,dominant loss,regular win
777," I am very disappointed. It was a game with ups and downs. I am not satisfied with the result. It wasn't good, but I am very happy.",dominant loss,regular win
778," We have to accept the defeat and we have to accept the defeat. We deserved to take the lead, but unfortunately we didn't make it through the times.",dominant loss,regular win
779," We got into the game very well with the ball. We had the opportunity to make it 2-0. Unfortunately, we were denied the chance. We were then left empty-handed and without a goal, we were in total defeat.",dominant loss,regular win
780, We had too many simple ball losses. We were too passive in the first half. In the second half we didn't manage to break free.,dominant loss,regular win
781," I'm happy with the win. We didn't play badly, we didn't defend well, we didn't do enough to win the game.",dominant loss,regular win
782, I am disappointed. We had a good game in which we were well served with the ball. The second half was better. It's a shame we couldn't reward ourselves.,dominant loss,regular win
783," We were the better team for 60 minutes, but we didn't defend well. We played a very, very good first half. Then we lost the thread and didn't defend well.",dominant loss,regular win
784, It was a very difficult game for us. We had the opportunity to do something for ourselves. I am disappointed because we have now fallen behind. We have to live with the point.,dominant loss,regular win
785," We had a very good week with the ball, but we were too passive in the first half. In the second half we were too passive, but the goal is deserved at the front.",dominant loss,regular win
786, We are disappointed. The first half was pretty good. The second half was pretty good.,dominant loss,regular win
787," We are of course disappointed. We were the happier team for over 90 minutes. It was an outstanding performance by my team. The way we played football was very, very neat.",dominant loss,regular win
788," The disappointment is huge. I'm disappointed with the start, the game didn't go well. After the 1-0 win, we were too passive, we played too passively. We didn't have a clear plan, we didn't have enough counterattacks, we weren't effective enough. We have to get our asses off our heads immediately, we have to get the players off our feet immediately, we have to get the players off our feet immediately, we have to get the players off our feet immediately. The team is doing very well, we are",dominant loss,regular win
789," We didn't play a good game, especially in the first half. We had a lot of possession and didn't have a good grip. It's a shame we weren't rewarded.",dominant loss,regular win
790," We had to play a lot better in the first half, then we could have scored a goal. But we didn't take anything with us. It was a game with flaws, a lot of mistakes and misunderstandings.",dominant loss,regular win
791," We are disappointed with the result and the result, we deservedly lost. But I don't feel so bad for the players, they were a bit lucky. We had a lot of possession, but we didn't take advantage of the few chances. We didn't have the freshness to create scoring chances. We have to go into the break with a 0-0 draw.",dominant loss,regular win
792," We had problems after the break, but then we defended well. We had a good grip on the game and had a good grip on the ball.",dominant loss,regular win
793, We have to take our chances. It wasn't easy. We had a lot of possession in the second half and deservedly won. The 2-0 is okay.,dominant loss,regular win
794," We had problems in the first half, but then we played well and got into the game well. But we didn't take the lead, and that's why we lost the game.",dominant loss,regular win
795, The guys did it really well. The win is deserved at height. The team did very well in the second half.,dominant loss,regular win
796, We were clearly the better team for the first 20 minutes. After that we were even more dangerous and stronger. In the second half we were a little too passive and didn't reward ourselves with goals.,dominant loss,regular win
797," We got into the game well, but didn't make it through the phases we should have taken. It's a shame we couldn't take anything with us.",dominant loss,regular win
798," It's not undeserved for us, we deserved to lose. The team has shown that they can handle situations better. We have a lot of respect for the team for their commitment and commitment.",dominant loss,regular win
